Time (CST),Uptower Heated Wind Speed (m/s),Uptower Heated Wind Direction (deg),Air Density (kg/m^3),Time (CST),Hub Wind Speed (m/s),Uptower Wind Speed 1 (m/s),Uptower Wind Speed 2 (m/s),Uptower Wind Speed 3 (m/s),Uptower Wind Direction (deg),
,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Speed.Avg.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Heated.Wind.Direction.Vec.Avg,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Air.Density,,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.HUB.Wind.Speed.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.1.10M.AVG,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Speed.2.10M.AVG,\\BPWind\US.RT1.DAT.xxxxxx.MET.001.Uptower.Wind.Speed,\\BPWind\US.RT1.CAL.xxxxxx.MET.001.Uptower.Wind.Direction.Vec.Avg,x
02-Jan-22 12:40:00,12.15,224.12,1.25,02-Jan-22 12:40:00,12.26,6.74,6.83,10.70,219.99,
02-Jan-22 12:50:00,12.12,226.09,1.25,02-Jan-22 12:50:00,11.72,6.74,6.83,10.27,221.59,
02-Jan-22 13:00:00,11.61,229.60,1.25,02-Jan-22 13:00:00,11.04,6.74,6.83,8.99,225.07,
02-Jan-22 13:10:00,10.78,224.43,1.25,02-Jan-22 13:10:00,10.15,6.74,6.83,7.63,220.05,
02-Jan-22 13:20:00,9.91,224.27,1.25,02-Jan-22 13:20:00,8.15,6.74,6.83,8.04,219.83,
02-Jan-22 13:30:00,8.35,229.14,1.25,02-Jan-22 13:30:00,8.59,6.74,6.83,7.79,224.59,
02-Jan-22 13:40:00,8.57,230.93,1.24,02-Jan-22 13:40:00,8.24,6.74,6.83,8.27,226.31,
02-Jan-22 13:50:00,8.24,232.73,1.24,02-Jan-22 13:50:00,8.67,6.74,6.83,6.74,228.02,
02-Jan-22 14:00:00,8.39,225.71,1.24,02-Jan-22 14:00:00,7.08,6.74,6.83,6.71,221.70,
02-Jan-22 14:10:00,7.16,226.38,1.24,02-Jan-22 14:10:00,7.06,6.74,6.83,7.92,222.30,
02-Jan-22 14:20:00,7.33,233.22,1.23,02-Jan-22 14:20:00,8.38,6.74,6.83,7.93,228.37,
02-Jan-22 14:30:00,8.22,230.94,1.23,02-Jan-22 14:30:00,8.42,6.74,6.83,7.95,227.12,
02-Jan-22 14:40:00,8.30,233.37,1.23,02-Jan-22 14:40:00,8.31,6.74,6.83,8.81,228.78,
02-Jan-22 14:50:00,8.36,238.19,1.22,02-Jan-22 14:50:00,9.13,6.74,6.83,7.57,233.36,
02-Jan-22 15:00:00,8.97,236.10,1.22,02-Jan-22 15:00:00,7.89,6.74,6.83,6.52,231.74,
02-Jan-22 15:10:00,7.90,225.85,1.23,02-Jan-22 15:10:00,6.84,6.74,6.83,6.95,221.60,
02-Jan-22 15:20:00,7.05,225.03,1.23,02-Jan-22 15:20:00,7.28,6.74,6.83,8.51,221.20,
02-Jan-22 15:30:00,7.43,236.96,1.23,02-Jan-22 15:30:00,8.83,6.74,6.83,9.60,232.40,
02-Jan-22 15:40:00,8.52,243.78,1.23,02-Jan-22 15:40:00,9.95,6.74,6.83,9.05,239.24,
02-Jan-22 15:50:00,9.53,243.20,1.24,02-Jan-22 15:50:00,9.33,6.74,6.83,7.69,239.14,
02-Jan-22 16:00:00,9.05,242.63,1.24,02-Jan-22 16:00:00,7.94,6.74,6.83,8.13,239.03,
02-Jan-22 16:10:00,7.94,242.05,1.24,02-Jan-22 16:10:00,8.38,6.74,6.83,8.82,236.38,
02-Jan-22 16:20:00,8.30,238.54,1.24,02-Jan-22 16:20:00,9.08,6.74,6.83,9.59,233.73,
02-Jan-22 16:30:00,9.00,243.24,1.25,02-Jan-22 16:30:00,9.93,6.74,6.83,9.80,238.56,
02-Jan-22 16:40:00,9.56,244.55,1.25,02-Jan-22 16:40:00,10.11,6.74,6.83,10.83,240.13,
02-Jan-22 16:50:00,9.74,245.87,1.25,02-Jan-22 16:50:00,11.10,6.74,6.83,10.35,241.70,
02-Jan-22 17:00:00,10.73,243.84,1.25,02-Jan-22 17:00:00,10.73,6.74,6.83,10.41,238.50,
02-Jan-22 17:10:00,10.25,245.61,1.25,02-Jan-22 17:10:00,10.81,6.74,6.83,9.98,240.26,
02-Jan-22 17:20:00,10.30,242.06,1.25,02-Jan-22 17:20:00,10.37,6.74,6.83,9.21,237.22,
02-Jan-22 17:30:00,9.86,238.51,1.25,02-Jan-22 17:30:00,9.45,6.74,6.83,9.88,234.18,
02-Jan-22 17:40:00,9.37,240.56,1.25,02-Jan-22 17:40:00,10.17,6.74,6.83,9.48,236.00,
02-Jan-22 17:50:00,9.93,238.67,1.25,02-Jan-22 17:50:00,9.67,6.74,6.83,9.21,234.08,
02-Jan-22 18:00:00,9.67,236.78,1.26,02-Jan-22 18:00:00,9.37,6.74,6.83,9.37,232.16,
02-Jan-22 18:10:00,9.62,238.93,1.25,02-Jan-22 18:10:00,9.56,6.74,6.83,9.79,234.16,
02-Jan-22 18:20:00,9.65,241.08,1.25,02-Jan-22 18:20:00,10.02,6.74,6.83,11.11,236.17,
02-Jan-22 18:30:00,10.01,243.23,1.25,02-Jan-22 18:30:00,11.52,6.74,6.83,10.31,238.17,
02-Jan-22 18:40:00,10.69,240.56,1.25,02-Jan-22 18:40:00,10.65,6.74,6.83,9.86,235.73,
02-Jan-22 18:50:00,10.36,237.89,1.24,02-Jan-22 18:50:00,10.10,6.74,6.83,10.12,233.28,
02-Jan-22 19:00:00,10.04,240.72,1.24,02-Jan-22 19:00:00,10.43,6.74,6.83,10.20,235.95,
02-Jan-22 19:10:00,10.06,240.79,1.24,02-Jan-22 19:10:00,10.61,6.74,6.83,10.68,236.34,
02-Jan-22 19:20:00,10.17,238.03,1.25,02-Jan-22 19:20:00,11.00,6.74,6.83,11.45,233.94,
02-Jan-22 19:30:00,10.73,240.40,1.25,02-Jan-22 19:30:00,11.89,6.74,6.83,11.69,236.16,
02-Jan-22 19:40:00,11.21,242.78,1.24,02-Jan-22 19:40:00,12.17,6.74,6.83,11.73,238.38,
02-Jan-22 19:50:00,11.38,243.80,1.24,02-Jan-22 19:50:00,12.07,6.74,6.83,11.07,239.04,
02-Jan-22 20:00:00,11.69,242.39,1.24,02-Jan-22 20:00:00,11.48,6.74,6.83,9.90,237.81,
02-Jan-22 20:10:00,10.86,240.99,1.24,02-Jan-22 20:10:00,10.27,6.74,6.83,10.86,236.58,
02-Jan-22 20:20:00,9.94,242.37,1.25,02-Jan-22 20:20:00,11.26,6.74,6.83,11.28,237.83,
02-Jan-22 20:30:00,10.63,240.94,1.24,02-Jan-22 20:30:00,11.70,6.74,6.83,12.64,236.90,
02-Jan-22 20:40:00,11.17,243.03,1.24,02-Jan-22 20:40:00,13.12,6.74,6.83,12.77,238.80,
02-Jan-22 20:50:00,12.32,245.12,1.24,02-Jan-22 20:50:00,13.21,6.74,6.83,12.32,240.70,
02-Jan-22 21:00:00,12.41,244.16,1.24,02-Jan-22 21:00:00,12.74,6.74,6.83,11.89,239.15,
02-Jan-22 21:10:00,12.13,245.41,1.24,02-Jan-22 21:10:00,12.30,6.74,6.83,12.53,240.66,
02-Jan-22 21:20:00,11.82,248.87,1.24,02-Jan-22 21:20:00,12.79,6.74,6.83,12.75,244.43,
02-Jan-22 21:30:00,12.61,244.09,1.24,02-Jan-22 21:30:00,13.12,6.74,6.83,13.75,238.54,
02-Jan-22 21:40:00,12.73,242.82,1.24,02-Jan-22 21:40:00,14.19,6.74,6.83,13.68,237.99,
02-Jan-22 21:50:00,13.29,244.30,1.24,02-Jan-22 21:50:00,14.03,6.74,6.83,12.63,239.46,
02-Jan-22 22:00:00,13.49,248.22,1.24,02-Jan-22 22:00:00,12.94,6.74,6.83,13.16,243.92,
02-Jan-22 22:10:00,12.69,248.89,1.24,02-Jan-22 22:10:00,13.46,6.74,6.83,13.19,244.28,
02-Jan-22 22:20:00,13.10,249.55,1.24,02-Jan-22 22:20:00,13.52,6.74,6.83,13.11,244.65,
02-Jan-22 22:30:00,13.09,250.21,1.24,02-Jan-22 22:30:00,13.43,6.74,6.83,13.86,247.15,
02-Jan-22 22:40:00,12.99,250.88,1.23,02-Jan-22 22:40:00,14.14,6.74,6.83,14.06,246.01,
02-Jan-22 22:50:00,13.77,246.89,1.23,02-Jan-22 22:50:00,14.40,6.74,6.83,13.61,242.42,
02-Jan-22 23:00:00,13.92,251.34,1.23,02-Jan-22 23:00:00,13.92,6.74,6.83,13.10,247.43,
02-Jan-22 23:10:00,13.52,255.79,1.23,02-Jan-22 23:10:00,13.43,6.74,6.83,12.26,252.45,
02-Jan-22 23:20:00,13.01,256.94,1.23,02-Jan-22 23:20:00,12.56,6.74,6.83,11.39,253.70,
02-Jan-22 23:30:00,12.25,258.09,1.23,02-Jan-22 23:30:00,11.72,6.74,6.83,11.04,254.95,
02-Jan-22 23:40:00,11.44,259.25,1.22,02-Jan-22 23:40:00,11.41,6.74,6.83,11.33,256.19,
02-Jan-22 23:50:00,11.07,259.30,1.22,02-Jan-22 23:50:00,11.68,6.74,6.83,11.37,255.88,
03-Jan-22 00:00:00,11.27,259.35,1.22,03-Jan-22 00:00:00,11.68,6.74,6.83,11.82,255.56,
03-Jan-22 00:10:00,11.40,259.40,1.22,03-Jan-22 00:10:00,12.19,6.74,6.83,11.19,255.25,
03-Jan-22 00:20:00,11.76,257.68,1.22,03-Jan-22 00:20:00,11.45,6.74,6.83,11.26,254.94,
03-Jan-22 00:30:00,11.26,260.68,1.22,03-Jan-22 00:30:00,11.61,6.74,6.83,11.32,258.69,
03-Jan-22 00:40:00,11.18,266.37,1.22,03-Jan-22 00:40:00,11.64,6.74,6.83,10.56,262.45,
03-Jan-22 00:50:00,11.26,265.56,1.22,03-Jan-22 00:50:00,10.85,6.74,6.83,10.92,261.63,
03-Jan-22 01:00:00,10.67,264.75,1.22,03-Jan-22 01:00:00,11.24,6.74,6.83,10.56,260.81,
03-Jan-22 01:10:00,10.85,270.06,1.22,03-Jan-22 01:10:00,10.86,6.74,6.83,10.37,266.24,
03-Jan-22 01:20:00,10.60,269.27,1.22,03-Jan-22 01:20:00,10.68,6.74,6.83,10.34,265.48,
03-Jan-22 01:30:00,10.33,268.48,1.22,03-Jan-22 01:30:00,10.62,6.74,6.83,9.81,264.72,
03-Jan-22 01:40:00,10.36,274.75,1.22,03-Jan-22 01:40:00,10.02,6.74,6.83,9.30,270.90,
03-Jan-22 01:50:00,10.00,274.73,1.22,03-Jan-22 01:50:00,9.52,6.74,6.83,9.02,270.88,
03-Jan-22 02:00:00,9.48,272.15,1.22,03-Jan-22 02:00:00,9.25,6.74,6.83,9.14,268.41,
03-Jan-22 02:10:00,9.23,277.36,1.22,03-Jan-22 02:10:00,9.36,6.74,6.83,8.64,273.09,
03-Jan-22 02:20:00,9.28,282.57,1.23,03-Jan-22 02:20:00,8.80,6.74,6.83,8.32,277.76,
03-Jan-22 02:30:00,8.89,284.81,1.23,03-Jan-22 02:30:00,8.46,6.74,6.83,8.62,279.86,
03-Jan-22 02:40:00,8.54,287.05,1.23,03-Jan-22 02:40:00,8.76,6.74,6.83,9.17,281.95,
03-Jan-22 02:50:00,8.77,294.43,1.22,03-Jan-22 02:50:00,9.22,6.74,6.83,8.43,289.65,
03-Jan-22 03:00:00,9.21,301.82,1.23,03-Jan-22 03:00:00,8.42,6.74,6.83,7.49,297.35,
03-Jan-22 03:10:00,8.49,302.01,1.23,03-Jan-22 03:10:00,7.48,6.74,6.83,6.97,296.44,
03-Jan-22 03:20:00,7.54,302.19,1.23,03-Jan-22 03:20:00,6.96,6.74,6.83,6.85,299.54,
03-Jan-22 03:30:00,7.03,305.65,1.23,03-Jan-22 03:30:00,6.82,6.74,6.83,7.08,302.63,
03-Jan-22 03:40:00,6.86,309.11,1.23,03-Jan-22 03:40:00,7.07,6.74,6.83,6.45,305.73,
03-Jan-22 03:50:00,7.06,305.23,1.22,03-Jan-22 03:50:00,6.44,6.74,6.83,5.77,301.28,
03-Jan-22 04:00:00,6.49,306.29,1.22,03-Jan-22 04:00:00,5.71,6.74,6.83,4.93,301.17,
03-Jan-22 04:10:00,5.83,307.35,1.22,03-Jan-22 04:10:00,4.89,6.74,6.83,4.83,305.15,
03-Jan-22 04:20:00,5.01,314.71,1.22,03-Jan-22 04:20:00,4.80,6.74,6.83,5.04,313.64,
03-Jan-22 04:30:00,4.89,316.31,1.22,03-Jan-22 04:30:00,5.04,6.74,6.83,4.96,315.32,
03-Jan-22 04:40:00,5.07,317.91,1.22,03-Jan-22 04:40:00,4.98,6.74,6.83,3.78,316.99,
03-Jan-22 04:50:00,4.92,309.49,1.22,03-Jan-22 04:50:00,3.76,6.74,6.83,2.88,301.23,
03-Jan-22 05:00:00,3.98,292.30,1.22,03-Jan-22 05:00:00,2.85,6.74,6.83,2.35,288.12,
03-Jan-22 05:10:00,3.00,292.36,1.23,03-Jan-22 05:10:00,2.36,6.74,6.83,2.23,No Result,
03-Jan-22 05:20:00,2.40,292.43,1.23,03-Jan-22 05:20:00,2.24,6.74,6.83,2.19,307.15,
03-Jan-22 05:30:00,2.23,292.50,1.23,03-Jan-22 05:30:00,2.22,6.74,6.83,1.89,320.94,
03-Jan-22 05:40:00,2.20,292.57,1.23,03-Jan-22 05:40:00,1.94,6.74,6.83,2.45,334.72,
03-Jan-22 05:50:00,1.85,307.46,1.24,03-Jan-22 05:50:00,2.45,6.74,6.83,2.57,346.42,
03-Jan-22 06:00:00,2.67,330.59,1.24,03-Jan-22 06:00:00,2.56,6.74,6.83,1.61,5.32,
03-Jan-22 06:10:00,2.77,335.44,1.23,03-Jan-22 06:10:00,1.68,6.74,6.83,0.71,4.65,
03-Jan-22 06:20:00,1.46,335.46,1.23,03-Jan-22 06:20:00,0.93,6.74,6.83,0.72,3.97,
03-Jan-22 06:30:00,1.00,275.31,1.23,03-Jan-22 06:30:00,0.81,6.74,6.83,2.02,210.54,
03-Jan-22 06:40:00,1.00,225.38,1.23,03-Jan-22 06:40:00,2.03,6.74,6.83,3.56,212.71,
03-Jan-22 06:50:00,1.02,217.08,1.23,03-Jan-22 06:50:00,3.45,6.74,6.83,2.87,212.33,
03-Jan-22 07:00:00,1.43,217.79,1.23,03-Jan-22 07:00:00,2.84,6.74,6.83,3.26,211.94,
03-Jan-22 07:10:00,3.14,221.93,1.23,03-Jan-22 07:10:00,3.23,6.74,6.83,1.15,218.27,
03-Jan-22 07:20:00,3.69,226.07,1.23,03-Jan-22 07:20:00,1.32,6.74,6.83,0.98,209.91,
03-Jan-22 07:30:00,1.29,226.09,1.23,03-Jan-22 07:30:00,1.12,6.74,6.83,0.47,212.93,
03-Jan-22 07:40:00,1.02,226.12,1.23,03-Jan-22 07:40:00,0.59,6.74,6.83,1.14,217.96,
03-Jan-22 07:50:00,1.02,198.70,1.23,03-Jan-22 07:50:00,1.32,6.74,6.83,2.71,79.56,
03-Jan-22 08:00:00,1.25,105.75,1.23,03-Jan-22 08:00:00,2.78,6.74,6.83,2.54,65.54,
03-Jan-22 08:10:00,2.76,95.29,1.23,03-Jan-22 08:10:00,2.59,6.74,6.83,1.96,78.24,
03-Jan-22 08:20:00,2.70,94.93,1.23,03-Jan-22 08:20:00,2.02,6.74,6.83,2.50,73.11,
03-Jan-22 08:30:00,2.08,94.56,1.23,03-Jan-22 08:30:00,2.54,6.74,6.83,3.20,65.71,
03-Jan-22 08:40:00,2.63,81.46,1.23,03-Jan-22 08:40:00,3.25,6.74,6.83,4.39,65.39,
03-Jan-22 08:50:00,3.45,73.67,1.22,03-Jan-22 08:50:00,4.43,6.74,6.83,4.28,65.06,
03-Jan-22 09:00:00,4.62,86.20,1.22,03-Jan-22 09:00:00,4.27,6.74,6.83,4.11,82.42,
03-Jan-22 09:10:00,4.60,103.58,1.22,03-Jan-22 09:10:00,4.15,6.74,6.83,4.86,89.53,
03-Jan-22 09:20:00,4.37,106.90,1.22,03-Jan-22 09:20:00,4.90,6.74,6.83,5.06,101.83,
03-Jan-22 09:30:00,5.13,106.01,1.21,03-Jan-22 09:30:00,5.10,6.74,6.83,5.45,97.50,
03-Jan-22 09:40:00,5.35,105.12,1.21,03-Jan-22 09:40:00,5.51,6.74,6.83,4.97,93.17,
03-Jan-22 09:50:00,5.75,101.58,1.20,03-Jan-22 09:50:00,4.98,6.74,6.83,5.00,94.91,
03-Jan-22 10:00:00,5.34,98.04,1.20,03-Jan-22 10:00:00,5.01,6.74,6.83,5.22,90.49,
03-Jan-22 10:10:00,5.35,97.70,1.20,03-Jan-22 10:10:00,5.24,6.74,6.83,5.36,92.25,
03-Jan-22 10:20:00,5.54,97.35,1.20,03-Jan-22 10:20:00,5.42,6.74,6.83,5.94,No Result,
03-Jan-22 10:30:00,5.74,97.01,1.20,03-Jan-22 10:30:00,6.03,6.74,6.83,5.98,89.63,
03-Jan-22 10:40:00,6.30,94.02,1.20,03-Jan-22 10:40:00,6.04,6.74,6.83,5.97,85.91,
03-Jan-22 10:50:00,6.37,91.04,1.20,03-Jan-22 10:50:00,6.06,6.74,6.83,5.90,82.19,
03-Jan-22 11:00:00,6.30,90.75,1.20,03-Jan-22 11:00:00,5.99,6.74,6.83,6.32,86.21,
03-Jan-22 11:10:00,6.25,93.35,1.20,03-Jan-22 11:10:00,6.39,6.74,6.83,6.27,90.23,
03-Jan-22 11:20:00,6.63,95.96,1.20,03-Jan-22 11:20:00,6.34,6.74,6.83,6.41,84.70,
03-Jan-22 11:30:00,6.64,92.06,1.20,03-Jan-22 11:30:00,6.48,6.74,6.83,6.49,87.26,
03-Jan-22 11:40:00,6.78,88.17,1.21,03-Jan-22 11:40:00,6.55,6.74,6.83,6.01,80.99,
03-Jan-22 11:50:00,6.84,87.62,1.21,03-Jan-22 11:50:00,6.13,6.74,6.83,5.85,80.40,
03-Jan-22 12:00:00,6.31,87.08,1.21,03-Jan-22 12:00:00,5.96,6.74,6.83,6.31,79.81,
03-Jan-22 12:10:00,6.14,86.53,1.21,03-Jan-22 12:10:00,6.44,6.74,6.83,6.21,79.21,
03-Jan-22 12:20:00,6.52,89.31,1.21,03-Jan-22 12:20:00,6.34,6.74,6.83,5.72,82.68,
03-Jan-22 12:30:00,6.48,95.18,1.21,03-Jan-22 12:30:00,5.85,6.74,6.83,5.00,88.93,
03-Jan-22 12:40:00,5.88,101.06,1.20,03-Jan-22 12:40:00,5.09,6.74,6.83,3.48,95.17,
03-Jan-22 12:50:00,5.15,112.06,1.20,03-Jan-22 12:50:00,3.51,6.74,6.83,4.00,95.02,
03-Jan-22 13:00:00,3.81,99.46,1.20,03-Jan-22 13:00:00,4.02,6.74,6.83,4.42,90.46,
03-Jan-22 13:10:00,4.28,96.85,1.20,03-Jan-22 13:10:00,4.41,6.74,6.83,3.95,89.60,
03-Jan-22 13:20:00,4.73,96.58,1.20,03-Jan-22 13:20:00,3.94,6.74,6.83,3.59,88.74,
03-Jan-22 13:30:00,4.29,103.44,1.20,03-Jan-22 13:30:00,3.59,6.74,6.83,3.53,93.82,
03-Jan-22 13:40:00,3.88,102.88,1.20,03-Jan-22 13:40:00,3.53,6.74,6.83,3.46,93.37,
03-Jan-22 13:50:00,3.88,109.41,1.20,03-Jan-22 13:50:00,3.38,6.74,6.83,2.79,97.69,
03-Jan-22 14:00:00,3.69,110.60,1.20,03-Jan-22 14:00:00,2.74,6.74,6.83,2.26,98.25,
03-Jan-22 14:10:00,3.01,111.80,1.20,03-Jan-22 14:10:00,2.25,6.74,6.83,2.52,79.07,
03-Jan-22 14:20:00,2.54,95.43,1.20,03-Jan-22 14:20:00,2.52,6.74,6.83,2.65,68.49,
03-Jan-22 14:30:00,2.73,61.25,1.20,03-Jan-22 14:30:00,2.70,6.74,6.83,2.05,51.76,
03-Jan-22 14:40:00,2.78,60.74,1.20,03-Jan-22 14:40:00,2.09,6.74,6.83,1.94,51.51,
03-Jan-22 14:50:00,2.18,60.24,1.20,03-Jan-22 14:50:00,1.99,6.74,6.83,2.31,54.96,
03-Jan-22 15:00:00,1.93,48.32,1.20,03-Jan-22 15:00:00,2.26,6.74,6.83,2.40,38.91,
03-Jan-22 15:10:00,2.12,38.66,1.20,03-Jan-22 15:10:00,2.45,6.74,6.83,2.92,40.88,
03-Jan-22 15:20:00,2.24,40.62,1.20,03-Jan-22 15:20:00,3.02,6.74,6.83,3.11,42.85,
03-Jan-22 15:30:00,2.76,42.59,1.20,03-Jan-22 15:30:00,3.17,6.74,6.83,3.71,40.23,
03-Jan-22 15:40:00,2.88,34.33,1.20,03-Jan-22 15:40:00,3.47,6.74,6.83,3.97,34.06,
03-Jan-22 15:50:00,3.74,31.36,1.20,03-Jan-22 15:50:00,3.60,6.74,6.83,3.92,30.18,
03-Jan-22 16:00:00,4.14,32.75,1.20,03-Jan-22 16:00:00,3.59,6.74,6.83,3.99,32.60,
03-Jan-22 16:10:00,3.93,47.21,1.20,03-Jan-22 16:10:00,4.14,6.74,6.83,4.15,43.75,
03-Jan-22 16:20:00,3.64,48.59,1.20,03-Jan-22 16:20:00,4.27,6.74,6.83,3.57,44.28,
03-Jan-22 16:30:00,3.80,43.16,1.21,03-Jan-22 16:30:00,3.66,6.74,6.83,3.49,44.81,
03-Jan-22 16:40:00,3.39,41.01,1.21,03-Jan-22 16:40:00,3.56,6.74,6.83,4.03,45.34,
03-Jan-22 16:50:00,3.39,60.32,1.21,03-Jan-22 16:50:00,4.09,6.74,6.83,3.74,53.68,
03-Jan-22 17:00:00,4.12,58.80,1.21,03-Jan-22 17:00:00,3.76,6.74,6.83,3.93,52.11,
03-Jan-22 17:10:00,3.99,57.29,1.22,03-Jan-22 17:10:00,3.96,6.74,6.83,4.39,54.68,
03-Jan-22 17:20:00,4.04,62.73,1.22,03-Jan-22 17:20:00,4.42,6.74,6.83,4.42,57.25,
03-Jan-22 17:30:00,4.59,62.87,1.22,03-Jan-22 17:30:00,4.48,6.74,6.83,4.50,55.26,
03-Jan-22 17:40:00,4.53,56.57,1.22,03-Jan-22 17:40:00,4.57,6.74,6.83,4.82,53.26,
03-Jan-22 17:50:00,4.81,61.82,1.22,03-Jan-22 17:50:00,4.92,6.74,6.83,3.88,56.62,
03-Jan-22 18:00:00,4.97,53.21,1.22,03-Jan-22 18:00:00,3.96,6.74,6.83,4.09,51.51,
03-Jan-22 18:10:00,4.00,59.85,1.23,03-Jan-22 18:10:00,4.17,6.74,6.83,4.14,55.60,
03-Jan-22 18:20:00,4.16,53.37,1.23,03-Jan-22 18:20:00,4.26,6.74,6.83,3.76,54.38,
03-Jan-22 18:30:00,4.30,50.05,1.23,03-Jan-22 18:30:00,3.86,6.74,6.83,3.73,56.21,
03-Jan-22 18:40:00,3.91,63.79,1.23,03-Jan-22 18:40:00,3.84,6.74,6.83,4.03,58.03,
03-Jan-22 18:50:00,3.85,66.09,1.23,03-Jan-22 18:50:00,4.12,6.74,6.83,3.34,59.86,
03-Jan-22 19:00:00,4.05,45.67,1.23,03-Jan-22 19:00:00,3.39,6.74,6.83,3.87,46.71,
03-Jan-22 19:10:00,3.32,56.05,1.23,03-Jan-22 19:10:00,3.96,6.74,6.83,3.64,55.62,
03-Jan-22 19:20:00,3.87,57.25,1.23,03-Jan-22 19:20:00,3.71,6.74,6.83,3.89,52.46,
03-Jan-22 19:30:00,3.60,66.85,1.24,03-Jan-22 19:30:00,4.01,6.74,6.83,3.82,60.55,
03-Jan-22 19:40:00,3.88,51.38,1.24,03-Jan-22 19:40:00,3.93,6.74,6.83,4.17,56.60,
03-Jan-22 19:50:00,3.89,60.74,1.24,03-Jan-22 19:50:00,4.24,6.74,6.83,4.68,61.45,
03-Jan-22 20:00:00,4.12,90.65,1.24,03-Jan-22 20:00:00,4.68,6.74,6.83,4.24,84.08,
03-Jan-22 20:10:00,5.01,88.12,1.24,03-Jan-22 20:10:00,4.27,6.74,6.83,4.58,79.98,
03-Jan-22 20:20:00,4.63,85.58,1.24,03-Jan-22 20:20:00,4.58,6.74,6.83,4.59,75.88,
03-Jan-22 20:30:00,4.89,83.05,1.24,03-Jan-22 20:30:00,4.59,6.74,6.83,4.24,75.46,
03-Jan-22 20:40:00,4.86,80.52,1.24,03-Jan-22 20:40:00,4.26,6.74,6.83,4.13,75.04,
03-Jan-22 20:50:00,4.56,90.67,1.24,03-Jan-22 20:50:00,4.15,6.74,6.83,4.92,82.94,
03-Jan-22 21:00:00,4.41,96.98,1.25,03-Jan-22 21:00:00,5.07,6.74,6.83,4.78,90.84,
03-Jan-22 21:10:00,4.96,96.48,1.25,03-Jan-22 21:10:00,4.84,6.74,6.83,5.35,88.30,
03-Jan-22 21:20:00,4.99,95.98,1.25,03-Jan-22 21:20:00,5.47,6.74,6.83,6.79,90.50,
03-Jan-22 21:30:00,5.50,97.14,1.25,03-Jan-22 21:30:00,6.93,6.74,6.83,5.59,92.69,
03-Jan-22 21:40:00,6.94,98.30,1.25,03-Jan-22 21:40:00,5.66,6.74,6.83,6.19,91.37,
03-Jan-22 21:50:00,5.98,102.93,1.25,03-Jan-22 21:50:00,6.30,6.74,6.83,6.58,98.84,
03-Jan-22 22:00:00,6.48,111.58,1.25,03-Jan-22 22:00:00,6.66,6.74,6.83,5.91,106.31,
03-Jan-22 22:10:00,6.83,108.47,1.25,03-Jan-22 22:10:00,5.96,6.74,6.83,5.68,101.90,
03-Jan-22 22:20:00,6.33,105.36,1.24,03-Jan-22 22:20:00,5.72,6.74,6.83,5.43,97.49,
03-Jan-22 22:30:00,6.10,109.29,1.24,03-Jan-22 22:30:00,5.44,6.74,6.83,5.84,104.14,
03-Jan-22 22:40:00,5.91,95.47,1.24,03-Jan-22 22:40:00,5.82,6.74,6.83,6.83,86.43,
03-Jan-22 22:50:00,6.39,89.79,1.24,03-Jan-22 22:50:00,6.91,6.74,6.83,6.36,82.48,
03-Jan-22 23:00:00,7.12,100.28,1.24,03-Jan-22 23:00:00,6.49,6.74,6.83,6.65,100.18,
03-Jan-22 23:10:00,6.71,120.25,1.24,03-Jan-22 23:10:00,6.81,6.74,6.83,6.73,112.36,
03-Jan-22 23:20:00,6.73,120.89,1.24,03-Jan-22 23:20:00,6.87,6.74,6.83,7.91,113.19,
03-Jan-22 23:30:00,6.95,121.54,1.24,03-Jan-22 23:30:00,8.07,6.74,6.83,7.72,116.54,
03-Jan-22 23:40:00,8.01,110.63,1.24,03-Jan-22 23:40:00,7.87,6.74,6.83,7.11,102.17,
03-Jan-22 23:50:00,7.90,110.51,1.24,03-Jan-22 23:50:00,7.29,6.74,6.83,6.32,101.32,
04-Jan-22 00:00:00,7.34,95.11,1.23,04-Jan-22 00:00:00,6.41,6.74,6.83,6.60,89.53,
04-Jan-22 00:10:00,6.64,96.52,1.24,04-Jan-22 00:10:00,6.72,6.74,6.83,6.75,90.97,
04-Jan-22 00:20:00,6.95,94.37,1.24,04-Jan-22 00:20:00,6.84,6.74,6.83,7.08,89.20,
04-Jan-22 00:30:00,7.09,101.83,1.24,04-Jan-22 00:30:00,7.21,6.74,6.83,7.20,95.83,
04-Jan-22 00:40:00,7.38,109.29,1.24,04-Jan-22 00:40:00,7.33,6.74,6.83,6.46,99.97,
04-Jan-22 00:50:00,7.49,104.27,1.24,04-Jan-22 00:50:00,6.60,6.74,6.83,7.09,104.11,
04-Jan-22 01:00:00,6.78,111.16,1.24,04-Jan-22 01:00:00,7.22,6.74,6.83,8.07,108.25,
04-Jan-22 01:10:00,7.31,110.32,1.24,04-Jan-22 01:10:00,8.30,6.74,6.83,7.98,104.51,
